Manual_guild_change,Kingdom,Phylum,Class,Order,Family,Genus,Guild
NA,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Chionosphaeraceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Unidentified,Unidentified
NA,Fungi,Ascomycota,Candelariomycetes,Candelariales,Pycnoraceae,Pycnoraceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,Cudoniaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Racodiaceae,Racodiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes_ord_Incertae_sedis,Lecanoromycetes_fam_Incertae_sedis,Lecanoromycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Helotiales,Solenopeziaceae,Solenopeziaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Xenodactylariaceae,Xenodactylariaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Fuscideaceae,Fuscideaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Unidentified,Unidentified,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS07,GS07_fam_Incertae_sedis,GS07_gen_Incertae_sedis,Unidentified
NA,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetes_ord_Incertae_sedis,Lobulomycetes_fam_Incertae_sedis,Lobulomycetes_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Archaeorhizomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Unidentified,Unidentified,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,GS08_fam_Incertae_sedis,GS08_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bulleraceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Trimorphomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Tritirachiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_fam_Incertae_sedis,Tremellales_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS06,GS06_fam_Incertae_sedis,GS06_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Unidentified,Unidentified
NA,Fungi,Chytridiomycota,Lobulomycetes,Unidentified,Unidentified,Unidentified,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytismataceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporonaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremellaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiales_fam_Incertae_sedis,Blastocladiales_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Carcinomycetaceae,Carcinomycetaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Carcinomycetaceae,Unidentified,Unidentified
NA,Fungi,Olpidiomycota,Olpidiomycetes,Olpidiales,Olpidiaceae,Olpidiaceae_gen_Incertae_sedis,Unidentified
NA,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonales_fam_Incertae_sedis,Trichosporonales_gen_Incertae_sedis,Unidentified
NA,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,Branch02,Branch02_fam_Incertae_sedis,Branch02_gen_Incertae_sedis,Unidentified
NA,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Unidentified,Unidentified
